system               model                testN     trajN  tdiv/T   oob       lam   clip   par
gene_repressilator   elm0_pedestal_c18    0.1492    0.5545   0.044  0.00  3.16e-06  0.000     7 [  224s]
gene_repressilator   elmtanh_f18         0.0010    0.0011   1.000  0.00  1.78e-10  0.000    19 [  224s]
gene_repressilator   elmtanh_f192        0.0001    0.0001   1.000  0.00  1.00e-12  0.000   193 [  225s]
goodwin              elm_ideal_c8        0.2609    0.5476   0.195  0.00  3.16e-10  0.000     9 [  225s]
goodwin              elm_ideal_c18       0.2012    0.3805   0.411  0.00  1.00e-12  0.000    19 [  226s]
goodwin              elm_ideal_c48       0.1884    0.3204   0.515  0.00  1.00e-12  0.000    49 [  227s]
goodwin              elm_ideal_c192      0.1734    0.2668   0.536  0.00  1.00e-12  0.000   193 [  229s]
goodwin              elm_pedestal_c8     0.2570    0.3569   0.234  0.00  3.16e-10  0.000     9 [  230s]
goodwin              elm_pedestal_c18    0.2117    0.3745   0.416  0.00  1.00e-12  0.000    19 [  230s]
goodwin              elm_pedestal_c48    0.1976    0.3169   0.512  0.00  1.00e-12  0.000    49 [  232s]
goodwin              elm_pedestal_c192    3.0536    0.2559   0.545  0.00  1.00e-12  0.000   193 [  234s]
goodwin              elm_silicon_c8      0.2583    0.3652   0.336  0.00  1.00e-12  0.000     9 [  235s]
goodwin              elm_silicon_c18     0.2177    0.3015   0.495  0.00  1.00e-12  0.001    19 [  236s]
goodwin              elm_silicon_c48     0.1902    0.2781   0.514  0.00  1.00e-12  0.000    49 [  240s]
goodwin              elm_silicon_c192    0.1662    0.2283   0.562  0.00  1.00e-12  0.000   193 [  246s]
goodwin              elm0_ideal_c8       0.3258    0.6414   0.133  0.00  1.78e-07  0.000     5 [  247s]
goodwin              elm0_ideal_c18      0.3149    0.4750   0.176  0.00  5.62e-09  0.000     7 [  247s]
goodwin              elm0_pedestal_c8    0.4157    0.6574   0.096  0.00  1.78e-03  0.000     5 [  248s]
goodwin              elm0_pedestal_c18    0.3679    0.6563   0.134  0.00  5.62e-06  0.000     7 [  248s]
goodwin              elmtanh_f18         0.0243    0.0838   0.636  0.00  1.78e-12  0.000    19 [  249s]
goodwin              elmtanh_f192        0.0055    0.0135   1.000  0.00  1.00e-12  0.000   193 [  249s]
lotka_volterra       elm_ideal_c8        0.0228    0.5165   0.055  0.00  5.62e-06  0.000     9 [  249s]
lotka_volterra       elm_ideal_c18       0.0007    0.0121   1.000  0.00  1.78e-12  0.000    19 [  251s]
lotka_volterra       elm_ideal_c48       0.0000    0.0001   1.000  0.00  1.00e-12  0.000    49 [  252s]
lotka_volterra       elm_ideal_c192      0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  253s]
lotka_volterra       elm_pedestal_c8     0.0048    0.0604   0.636  0.00  1.78e-05  0.000     9 [  254s]
